MASTER_ID,ORIGIN_ID,APP_ID
22253,3126312,26
22253,3126940,26
22253,3126941,26
22253,3126942,26
22253,3126943,26
22253,3126944,26
22253,3126945,26
22253,3126946,26
22253,3126947,26
22253,3126948,26
22253,3126949,26
22253,3126950,26
22253,3126951,26
26553,4788929,26
26553,4788930,26
26553,4788931,26
26553,4800791,26
26553,4800792,26
26553,4800793,26
26553,4800956,26
26553,4800957,26
26553,4800958,26
27769,5095964,26
27769,5095965,26
27769,5095966,26
27769,5095967,26
27769,5095969,26
27769,5095970,26
27769,5095971,26
27769,5095974,26
61681,13751853,26
61681,13752896,26
61681,13752899,26
61681,13752902,26
61681,13752903,26
61681,13752911,26
61681,13752912,26
61681,13752917,26
61681,13752925,26
61681,13752938,26
61681,13752946,26
61681,13753067,26
61681,13753231,26
61681,13753624,26
61681,13753628,26
61681,13753630,26
61681,13753631,26
61681,13753633,26
61681,13753634,26
61681,13753635,26
61681,13753637,26
61681,13753638,26
61681,13753640,26
61681,13753641,26
61681,13753642,26
66690,14801542,26
66690,14801544,26
66690,14801545,26
66690,14801546,26
66690,14802985,26
66690,14804037,26
66690,14804302,26
66690,14804303,26
66690,14804304,26
66690,14804305,26
66690,14804306,26
66690,14804307,26
70250,15705281,26
70250,15814815,26
70250,15816091,26
70250,15816093,26
70250,15817281,26
70250,15817454,26
70250,15817895,26
70250,15817896,26
70250,15817899,26
70250,15911656,26
90497,23414010,26
90497,23414195,26
90497,23414615,26
90497,24682639,26
90497,24682641,26
90497,24682643,26
90497,24682651,26
90497,24682917,26
90497,24682918,26
90497,24682921,26
90497,24682924,26
90497,24683080,26
90497,24683086,26
90497,24683088,26
90497,24683415,26
90497,24683417,26
90497,24683418,26
90497,24683421,26
90497,24683422,26
90497,24683424,26
90497,24683426,26
90497,24683427,26
90497,24683429,26
90497,24683431,26
90497,24683433,26
90497,24683434,26
90497,24683435,26
90497,24683436,26
90497,24683601,26
90497,24683603,26
90497,24684180,26
90497,24684181,26
90497,24684183,26
90497,24684184,26
90497,24684185,26
90497,24684187,26
90497,24684189,26
90497,24684192,26
90497,24684196,26
90497,24684198,26
90497,24684199,26
90497,24684200,26
90497,24684232,26
90497,24684625,26
90497,24684627,26
90497,24684628,26
90497,24684632,26
90497,24684636,26
90497,24686956,26
90497,24686957,26
90497,24686960,26
90497,24687736,26
90497,24687737,26
90497,24688333,26
90497,24715988,26
90497,24715989,26
90497,24715991,26
90497,24715994,26
90497,24715998,26
90497,24716000,26
90497,24716001,26
90497,24716002,26
90497,24716003,26
90497,24716004,26
90497,24716005,26
90497,24716006,26
90497,24716007,26
90497,24716011,26
90497,24716012,26
90497,24716014,26
90497,24716015,26
90497,24716016,26
90497,24716018,26
90497,24716020,26
90497,24716021,26
90497,24716023,26
90497,24716024,26
90497,24716106,26
90497,24716107,26
90497,24716108,26
90497,24716109,26
90497,24716110,26
90497,24716111,26
90497,24716112,26
90497,24716113,26
90497,24716114,26
90497,24716115,26
90497,24716116,26
90497,24716117,26
90497,24716118,26
90497,24716119,26
90497,24716120,26
90497,24741873,26
90497,26115102,26
90497,26115269,26
90497,26246826,26
104500,26574075,26
104500,26574260,26
104500,26574483,26
104500,26574486,26
104500,26574507,26
104500,26574772,26
104500,26574777,26
104500,26575177,26
104500,26575178,26
104500,26575296,26
104500,26576174,26
104500,26576177,26
104500,26576180,26
104500,26576185,26
104500,26576188,26
104500,26577118,26
104500,26577126,26
104500,26577132,26
104500,26577136,26
104500,26577141,26
90497,28072064,26
90497,28072065,26
90497,28072066,26
105941,29466891,26
105941,29468319,26
105941,29468321,26
105941,29468323,26
105941,29468495,26
105941,29468717,26
105941,29470352,26
105941,29470371,26
105941,29470373,26
105941,29470376,26
105941,29470378,26
105941,29470380,26
105941,29470383,26
105941,29470385,26
105941,29470387,26
105941,29470522,26
105941,29470525,26
105941,29470527,26
105941,30517049,26
105941,30666350,26
105941,30671976,26
105941,30680068,26
105941,30682253,26
105941,30685722,26
105941,30688322,26
105941,30689376,26
105941,30692284,26
105941,30692979,26
105941,30715041,26
105941,30726757,26
105941,30731288,26
105941,30738250,26
105941,30739501,26
105941,30741089,26
105941,30742947,26
105941,30746744,26
105941,30748068,26
105941,32383753,26
113967,33926903,26
113967,33927703,26
113967,33928409,26
113967,33928410,26
113967,33928796,26
113967,33929088,26
113967,33930241,26
113967,33930242,26
113967,33930457,26
113967,33930765,26
113967,33930766,26
113967,33931246,26
113967,33931703,26
113967,33931809,26
113967,33931813,26
113967,33932557,26
113967,33932558,26
113967,33932561,26
113967,33932562,26
113967,33932563,26
113967,33932564,26
113967,33932565,26
113967,33932841,26
113967,33933617,26
113967,33945284,26
113967,33946032,26
113967,33946900,26
113967,33946902,26
113967,33948462,26
113967,33948969,26
113967,33949748,26
113967,33950742,26
113967,33953313,26
113967,33953957,26
113967,33953959,26
113967,33953961,26
113967,33954928,26
113967,33955111,26
113967,33955282,26
113967,35379109,26
127479,36579805,26
127479,36579806,26
127479,36579807,26
127479,36579808,26
127479,36579809,26
127479,36579810,26
127479,36579811,26
127479,36579812,26
127479,36580389,26
127479,36580390,26
127479,36580853,26
127479,36582227,26
127479,36582229,26
127479,36582230,26
127479,36582231,26
127479,36582232,26
127479,36582731,26
127479,36583109,26
127479,36583111,26
127479,36583112,26
127479,36583158,26
127476,36663835,26
127476,36671450,26
127482,36846595,26
127482,36846596,26
127482,36849084,26
127482,36855157,26
127482,36858956,26
127482,36863641,26
127482,36864229,26
127482,36868753,26
127482,36870779,26
127482,36880989,26
127482,36882223,26
127482,36903812,26
127482,36905407,26
127482,36908395,26
127482,36910534,26
127482,36910596,26
127482,36911103,26
127482,36911884,26
127482,36914626,26
127482,36914630,26
127482,36914959,26
127482,36915272,26
127482,36915276,26
127482,36916358,26
124882,37253612,26
124882,37253614,26
124882,37253616,26
124882,37253620,26
127476,37591739,26
127476,37591740,26
127476,37591958,26
127476,37591959,26
127476,37591960,26
127476,37591961,26
127476,37591962,26
127476,37592486,26
127476,37592488,26
127476,37592558,26
127476,37592559,26
127476,37592561,26
127476,37592562,26
127476,37592564,26
127476,37593068,26
127476,37593071,26
127476,37593098,26
127476,37593601,26
127476,37593603,26
127476,37594167,26
127476,37594194,26
127476,37594195,26
127476,37594345,26
127476,37594346,26
127476,37594347,26
127476,37594348,26
127476,37594438,26
127476,37594439,26
127476,37594441,26
127476,37594442,26
127476,37594444,26
127476,37594445,26
127476,37594895,26
127476,37594896,26
127476,37594897,26
127476,37595205,26
127479,37954853,26
127479,37954855,26
124882,38679747,26
124882,38679748,26
124882,38679749,26
124882,38679750,26
101371,52658801,26
101371,52658802,26
101371,52658803,26
101371,52658804,26
101371,52658805,26
101371,52658807,26
101371,52658808,26
101371,52658809,26
101371,52658810,26
101371,52658812,26
101371,52658813,26
101371,52658815,26
101371,52658816,26
101371,52658818,26
101371,52658819,26
101371,52658820,26
101371,52658821,26
101371,52658822,26
101371,52658824,26
101371,52658826,26
101371,52658830,26
101371,52658831,26
101371,52658833,26
101371,52658835,26
101371,52658839,26
101371,52658841,26
101371,52658842,26
101371,52658846,26
101371,52658847,26
101371,52658849,26
101371,52658851,26
101371,52658853,26
101371,52658857,26
101371,52658858,26
101371,52658859,26
101371,52658860,26
101371,52658861,26
101371,52658862,26
101371,52658864,26
101371,52658865,26
101371,52658866,26
101371,52658867,26
101371,52658871,26
101371,52658872,26
101371,52658873,26
101371,52658874,26
101371,52658875,26
101371,52658876,26
101371,52658880,26
101371,52658881,26
101371,52658884,26
101371,52658885,26
101371,52658886,26
101371,52658887,26
101371,52658891,26
101371,52658892,26
101371,52658894,26
101371,52658895,26
101371,52658896,26
101371,52658897,26
101371,52658901,26
101371,52658902,26
101371,52658903,26
101371,52658904,26
101371,52658905,26
101371,52658907,26
101371,52658908,26
101371,52658909,26
101371,52658910,26
101371,52658911,26
101371,52658912,26
101371,52658916,26
101371,52658917,26
101371,52658918,26
101371,52658919,26
101371,52658920,26
101371,52658924,26
101371,52658925,26
101371,52658926,26
101371,52658927,26
101371,52658928,26
101371,52658929,26
217429,67569553,26
217429,67569554,26
217429,67569719,26
217429,67569722,26
217429,67572123,26
217429,67827208,26
217429,67827616,26
217429,67827617,26
220001,67865656,26
220001,68819337,26
220001,68820567,26
220001,69156616,26
220001,69157697,26
220001,69157707,26
220001,69501607,26
220001,69501884,26
220001,69502342,26
217429,69941261,26
217429,69941262,26
217429,69941264,26
217429,69943174,26
217429,69943175,26
217429,69943176,26
217429,69946068,26
217429,69946645,26
217429,69946648,26
217429,69946702,26
217429,69946703,26
217429,69951772,26
217429,69952006,26
217429,69952007,26
217429,69952725,26
217429,69953701,26
217429,69956333,26
217429,69956927,26
217429,69956930,26
217429,69957623,26
217429,69957632,26
217429,69957636,26
217429,69964260,26
217429,69964819,26
217429,69965287,26
217429,69966521,26
217429,69967502,26
220001,70016008,26
220001,70017080,26
220001,70021849,26
220001,70022836,26
217429,70066435,26
217429,70066438,26
217429,70066449,26
217429,70066460,26
217429,70066465,26
217429,70066466,26
217429,70066470,26
217429,70066501,26
217429,70066513,26
217429,70066521,26
217429,70066525,26
217429,70066677,26
217429,70066678,26
217429,70066679,26
217429,70066680,26
217429,70066681,26
217429,70066687,26
217429,70066688,26
217429,70066689,26
217429,70066690,26
217429,70066691,26
217429,70066696,26
217429,70066697,26
217429,70066698,26
217429,70066699,26
217429,70066700,26
217429,70066701,26
217429,70066707,26
217429,70066708,26
217429,70066709,26
217429,70066725,26
217429,70066726,26
217429,70066727,26
217429,70066733,26
217429,70066734,26
217429,70066735,26
217429,70066736,26
217429,70066737,26
217429,70066738,26
217429,70066744,26
217429,70066745,26
217429,70066746,26
217429,70066747,26
217429,70066748,26
217429,70066749,26
217429,70100066,26
217429,70100067,26
217429,70100068,26
217429,70100069,26
217429,70100292,26
217429,70100475,26
217429,70100476,26
217429,70100477,26
217429,70100723,26
217429,70100729,26
217429,70100730,26
217429,70100731,26
217429,70100732,26
217429,70102946,26
217429,70102954,26
217429,70102956,26
217429,70102958,26
217429,70103348,26
217429,70103351,26
217429,70103353,26
217429,70103355,26
217429,70103706,26
217429,70103732,26
217429,70104281,26
217429,70104283,26
217429,70104284,26
217429,70104285,26
217429,70104292,26
217429,70104552,26
217429,70104553,26
217429,70104554,26
217429,70105147,26
217429,70105148,26
217429,70105480,26
217429,70105481,26
217429,70105482,26
217429,70105483,26
217429,70105484,26
217429,70105489,26
217429,70105490,26
217429,70105491,26
217429,70105492,26
217429,70105497,26
217429,70105498,26
217429,70105499,26
217429,70105500,26
217429,70105505,26
217429,70105506,26
217429,70105507,26
217429,70105508,26
217429,70105509,26
217429,70105514,26
217429,70105766,26
217429,70105767,26
217429,70105768,26
217429,70105769,26
217429,70105985,26
217429,70105986,26
217429,70105987,26
217429,70105988,26
217429,70105989,26
217429,70105990,26
217429,70107414,26
217429,70107661,26
217429,70107662,26
217429,70107663,26
217429,70107669,26
217429,70107803,26
217429,70107804,26
217429,70107805,26
217429,70260530,26
217429,70260532,26
217429,70260793,26
217429,70260964,26
217429,70260965,26
217429,70260969,26
217429,70260970,26
217429,70261609,26
217429,70261610,26
217429,70261611,26
217429,70261612,26
217429,70261613,26
217429,70261614,26
217429,70261616,26
224407,70824209,26
224407,70824212,26
224407,70824215,26
224407,70824217,26
224407,70824218,26
224407,70824220,26
224407,70824221,26
224407,70824223,26
224407,70824225,26
224407,70824536,26
224407,70824537,26
224407,70824541,26
224407,70824754,26
224407,70824756,26
224407,70824757,26
217429,70895558,26
217429,71241809,26
217429,71242489,26
217429,71243768,26
223431,71402522,26
221602,71687561,26
221602,71687564,26
221602,71691804,26
221602,71692643,26
221602,71692644,26
221602,71692645,26
221602,71692874,26
221602,71693773,26
221602,71693774,26
221602,71696175,26
221602,71696176,26
221602,71697409,26
221602,71697410,26
221602,71697832,26
221602,71697833,26
221602,71698664,26
221602,71698665,26
221602,71712598,26
221602,71712894,26
221602,71713558,26
221602,71713562,26
220001,72272950,26
217429,72364737,26
217429,72364738,26
217429,72364739,26
217429,72364740,26
217429,72364741,26
217429,72364742,26
217429,72364743,26
217429,72364744,26
217429,72364745,26
217429,72364746,26
217429,72364747,26
223390,72372711,26
223390,72372714,26
223390,72372723,26
232656,72501425,26
223040,72503171,26
223040,72503172,26
223040,72503173,26
223040,72503933,26
223040,72503934,26
223040,72503936,26
223040,72503937,26
223040,72503938,26
223040,72503939,26
223040,72504017,26
223040,72504019,26
223040,72504162,26
223040,72504163,26
223040,72504164,26
223040,72504165,26
223040,72504166,26
223040,72504167,26
223040,72504168,26
223040,72504169,26
223040,72504170,26
223040,72504171,26
223040,72504172,26
223040,72504173,26
223040,72504174,26
223040,72504175,26
223040,72504176,26
223040,72504177,26
223040,72504178,26
223040,72504179,26
223040,72504180,26
223040,72505235,26
223040,72505236,26
223040,72505237,26
223040,72505238,26
223040,72505239,26
223040,72505241,26
223040,72505343,26
223040,72505345,26
223040,72505346,26
223040,72505347,26
223040,72505348,26
223040,72505350,26
223040,72505351,26
223040,72505352,26
223040,72505353,26
223040,72505355,26
223040,72505357,26
223040,72505359,26
223040,72505362,26
223040,72505761,26
223040,72505763,26
223040,72505764,26
223040,72505770,26
223040,72505771,26
223040,72505772,26
232656,72532161,26
232656,72563354,26
232656,72563559,26
232656,72583810,26
232656,72617897,26
232656,72619763,26
232656,72622219,26
232656,72629241,26
232656,72629839,26
232656,72629846,26
232656,72641607,26
232622,72708527,26
232622,72709031,26
232622,72709546,26
232622,72709949,26
232622,72711396,26
232622,72712191,26
232622,72716630,26
232622,72716633,26
223672,73002821,26
223672,73028249,26
223672,73028255,26
223672,73028258,26
